고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
4995,ID-2015-58572,2016-05-24,2016-05-29,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,수도권,FUR-CH-10002966,가구,의자,"Harbour Creations Swivel Stool, Red",587911.68,4,0.2,-124945.92
4996,ID-2015-58572,2016-05-24,2016-05-29,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,수도권,TEC-PH-10004300,사무기기,전화기,"Apple Office Telephone, Cordless",138985.2,4,0.5,-8384.4
4997,IN-2014-17734,2015-11-24,2015-11-26,빠른 배송,PW-19240,류자철,소비자,군포시,경기도,대한민국,수도권,OFF-EN-10003520,사무용품,봉투,"Cameo Clasp Envelope, Set of 50",52381.08,6,0.1,12172.68
4998,IN-2012-70409,2013-10-21,2013-10-23,특급 배송,KL-16555,권용성,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-SU-10002448,사무용품,일반 사무용품,"Stiletto Trimmer, High Speed",261630,6,0,49572
4999,IN-2012-36074,2013-02-01,2013-02-05,빠른 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,수도권,OFF-AP-10001254,사무용품,가전,"KitchenAid Coffee Grinder, Red",359397,5,0,140148
5000,IN-2013-24216,2014-08-04,2014-08-08,표준 배송,RE-19450,배세훈,소비자,구리시,경기도,대한민국,수도권,OFF-SU-10002344,사무용품,일반 사무용품,"Stiletto Box Cutter, Serrated",89973.18,3,0.1,35902.98
5001,IN-2014-67098,2015-05-04,2015-05-08,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,FUR-FU-10004619,가구,가구류,"Tenex Stacking Tray, Erganomic",72981,3,0,30569.4
5002,IN-2014-67098,2015-05-04,2015-05-08,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,FUR-FU-10000526,가구,가구류,"Deflect-O Frame, Durable",218422.8,2,0,93880.8
5003,IN-2014-67098,2015-05-04,2015-05-08,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,TEC-CO-10003448,사무기기,복사기,"Canon Ink, Laser",1350837,9,0,621302.4
5004,IN-2014-67098,2015-05-04,2015-05-08,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-AP-10002104,사무용품,가전,"Hoover Microwave, Red",944438.4,3,0,103825.8
5005,IN-2015-53707,2016-05-29,2016-06-02,빠른 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,OFF-LA-10003678,사무용품,라벨,"Hon Round Labels, 5000 Label Set",35955,5,0,0
5006,IN-2015-53707,2016-05-29,2016-06-02,빠른 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,TEC-PH-10001321,사무기기,전화기,"Cisco Speaker Phone, Full Size",855392.4,6,0,179560.8
5007,IN-2015-53707,2016-05-29,2016-06-02,빠른 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,FUR-CH-10002932,가구,의자,"Harbour Creations Rocking Chair, Adjustable",152571.6,1,0,15238.8
5008,IN-2012-40911,2013-03-23,2013-03-27,표준 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,수도권,OFF-LA-10000707,사무용품,라벨,"Avery Removable Labels, Adjustable",26438.4,3,0,734.4
5009,IN-2013-67791,2014-06-26,2014-06-30,표준 배송,AB-10060,배명희,홈 오피스,함평군,전라남도,대한민국,호남,OFF-ST-10004576,사무용품,수납용품,"Rogers File Cart, Single Width",144462.6,1,0,25979.4
5010,IN-2014-10181,2015-03-27,2015-03-31,표준 배송,BB-10990,김유인,기업 고객,진도군,전라남도,대한민국,호남,FUR-CH-10004089,가구,의자,"Harbour Creations Bag Chairs, Set of Two",95115.204,2,0.27,2580.804
5011,IN-2014-10181,2015-03-27,2015-03-31,표준 배송,BB-10990,김유인,기업 고객,진도군,전라남도,대한민국,호남,OFF-SU-10000970,사무용품,일반 사무용품,"Elite Box Cutter, Easy Grip",59211.918,3,0.47,-38004.282
5012,IN-2015-67462,2016-12-19,2016-12-23,표준 배송,VB-21745,박순호,기업 고객,장수군,전라북도,대한민국,호남,TEC-MA-10002134,사무기기,전산기기,"Konica Inkjet, Wireless",959126.4,3,0,143850.6
5013,IN-2015-67462,2016-12-19,2016-12-23,표준 배송,VB-21745,박순호,기업 고객,장수군,전라북도,대한민국,호남,OFF-ST-10002395,사무용품,수납용품,"Rogers Lockers, Single Width",215883,1,0,94982.4
5014,IN-2015-67462,2016-12-19,2016-12-23,표준 배송,VB-21745,박순호,기업 고객,장수군,전라북도,대한민국,호남,OFF-BI-10001293,사무용품,바인더,"Acco 3-Hole Punch, Clear",120686.4,4,0,1101.6
5015,IN-2014-47029,2015-06-26,2015-06-30,표준 배송,HZ-14950,송보민,소비자,영월군,강원도,대한민국,강원,OFF-AP-10001233,사무용품,가전,"Hamilton Beach Toaster, Red",194751.864,4,0.17,60968.664
5016,IN-2013-25238,2014-05-23,2014-05-28,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,FUR-BO-10001874,가구,책장,"Sauder Corner Shelving, Pine",136460.7,1,0.1,12102.3
5017,IN-2013-25238,2014-05-23,2014-05-28,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,FUR-BO-10003887,가구,책장,"Ikea Floating Shelf Set, Traditional",625488.48,4,0.1,-41713.92
5018,IN-2013-25238,2014-05-23,2014-05-28,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,OFF-EN-10003316,사무용품,봉투,"Jiffy Business Envelopes, Recycled",94847.76,7,0.1,4026.96
5019,IN-2013-25238,2014-05-23,2014-05-28,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,OFF-AP-10001916,사무용품,가전,"Breville Blender, Black",246951.18,3,0.1,-16514.82
5020,IN-2015-66615,2016-01-19,2016-01-24,표준 배송,DB-13405,류하람,소비자,북구,광주광역시,대한민국,호남,FUR-CH-10000027,가구,의자,"SAFCO Executive Leather Armchair, Black",5149980,11,0,669497.4
5021,IN-2015-66615,2016-01-19,2016-01-24,표준 배송,DB-13405,류하람,소비자,북구,광주광역시,대한민국,호남,OFF-SU-10003592,사무용품,일반 사무용품,"Acme Ruler, High Speed",119309.4,7,0,4712.4
5022,IN-2015-57683,2016-09-11,2016-09-15,표준 배송,DL-13330,이세연,소비자,남구,울산광역시,대한민국,영남,FUR-BO-10000210,가구,책장,"Ikea Library with Doors, Pine",1116104.4,3,0,334794.6
5023,IN-2015-57683,2016-09-11,2016-09-15,표준 배송,DL-13330,이세연,소비자,남구,울산광역시,대한민국,영남,OFF-AP-10003500,사무용품,가전,"KitchenAid Microwave, White",314629.2,1,0,88066.8
5024,IN-2015-57683,2016-09-11,2016-09-15,표준 배송,DL-13330,이세연,소비자,남구,울산광역시,대한민국,영남,OFF-PA-10003303,사무용품,종이,"Xerox Computer Printout Paper, Multicolor",254745,9,0,117045
5025,IN-2015-57683,2016-09-11,2016-09-15,표준 배송,DL-13330,이세연,소비자,남구,울산광역시,대한민국,영남,TEC-MA-10003624,사무기기,전산기기,"StarTech Inkjet, Wireless",307805.4,1,0,141586.2
5026,ID-2012-59895,2013-12-30,2014-01-04,표준 배송,TT-21265,조경화,기업 고객,고양시,경기도,대한민국,수도권,OFF-PA-10004124,사무용품,종이,"SanDisk Message Books, 8.5 x 11",62742.24,4,0.45,-48029.76
5027,ID-2012-72894,2013-02-28,2013-03-04,특급 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,FUR-FU-10000815,가구,가구류,"Eldon Door Stop, Black",409305.6,10,0.2,-5324.4
5028,ID-2012-72894,2013-02-28,2013-03-04,특급 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,OFF-AP-10000675,사무용품,가전,"Hamilton Beach Stove, White",826934.4,3,0.5,-611938.8
5029,ID-2012-72894,2013-02-28,2013-03-04,특급 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,OFF-AP-10003275,사무용품,가전,"KitchenAid Microwave, Silver",317291.4,2,0.5,-228490.2
5030,ID-2012-72894,2013-02-28,2013-03-04,특급 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,FUR-FU-10004074,가구,가구류,"Advantus Stacking Tray, Erganomic",142742.88,7,0.2,6940.08
5031,ID-2012-72894,2013-02-28,2013-03-04,특급 배송,PS-18970,차순영,홈 오피스,마포구,서울특별시,대한민국,수도권,TEC-AC-10003668,사무기기,악세사리,"Belkin Memory Card, Bluetooth",117106.2,2,0.5,-51561
5032,IN-2015-68169,2016-10-09,2016-10-09,당일 배송,EG-13900,오혁수,소비자,홍천군,강원도,대한민국,강원,TEC-PH-10004200,사무기기,전화기,"Motorola Audio Dock, Full Size",147867.156,1,0.17,12462.156
5033,IN-2012-45398,2013-09-18,2013-09-21,특급 배송,MA-17560,조미정,홈 오피스,여주시,경기도,대한민국,수도권,OFF-AP-10001254,사무용품,가전,"KitchenAid Coffee Grinder, Red",129382.92,2,0.1,41683.32
5034,IN-2012-45398,2013-09-18,2013-09-21,특급 배송,MA-17560,조미정,홈 오피스,여주시,경기도,대한민국,수도권,OFF-LA-10000707,사무용품,라벨,"Avery Removable Labels, Adjustable",63452.16,8,0.1,-5091.84
5035,IN-2012-45398,2013-09-18,2013-09-21,특급 배송,MA-17560,조미정,홈 오피스,여주시,경기도,대한민국,수도권,FUR-BO-10001541,가구,책장,"Bush Stackable Bookrack, Traditional",112886.46,1,0.1,-2536.74
5036,IN-2014-71249,2015-10-18,2015-10-19,특급 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,TEC-PH-10004664,사무기기,전화기,"Nokia Smart Phone, with Caller ID",5278674.42,9,0.1,938370.42
5037,IN-2014-71249,2015-10-18,2015-10-19,특급 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,OFF-BI-10001808,사무용품,바인더,"Ibico Index Tab, Clear",16358.76,2,0.1,-1328.04
5038,IN-2014-71249,2015-10-18,2015-10-19,특급 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,OFF-BI-10003779,사무용품,바인더,"Cardinal 3-Hole Punch, Durable",27815.4,1,0.1,9271.8
5039,IN-2014-71249,2015-10-18,2015-10-19,특급 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,OFF-FA-10003161,사무용품,파스너,"OIC Paper Clips, Assorted Sizes",65435.04,6,0.1,22472.64
5040,IN-2014-71249,2015-10-18,2015-10-19,특급 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,TEC-PH-10000214,사무기기,전화기,"Apple Speaker Phone, VoIP",339816.06,3,0.1,90579.06
5041,ID-2013-70927,2014-09-08,2014-09-12,표준 배송,JJ-15445,김광철,소비자,김천시,경상북도,대한민국,영남,OFF-PA-10004326,사무용품,종이,"Enermax Parchment Paper, Multicolor",42840,5,0.5,-32589
5042,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,OFF-EN-10000615,사무용품,봉투,"Jiffy Mailers, Security-Tint",22198.77,1,0.45,-13327.83
5043,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,FUR-CH-10002209,가구,의자,"Novimex Chairmat, Red",258600.6,6,0.25,10189.8
5044,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,OFF-LA-10003215,사무용품,라벨,"Smead File Folder Labels, Laser Printer Compatible",24908.4,5,0.45,-10434.6
5045,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,FUR-FU-10001343,가구,가구류,"Eldon Stacking Tray, Erganomic",184334.4,8,0.25,-10036.8
5046,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,TEC-MA-10003338,사무기기,전산기기,"Panasonic Phone, Red",313611.75,5,0.25,12507.75
5047,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,TEC-PH-10000822,사무기기,전화기,"Apple Speaker Phone, Full Size",285934.05,3,0.25,-3878.55
5048,ID-2014-78298,2015-11-08,2015-11-12,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,OFF-FA-10004171,사무용품,파스너,"Accos Paper Clips, Assorted Sizes",19337.67,3,0.45,-5631.93
5049,ID-2012-25287,2013-05-10,2013-05-16,표준 배송,SC-20440,신기덕,기업 고객,서구,인천광역시,대한민국,수도권,OFF-LA-10003236,사무용품,라벨,"Hon Round Labels, Adjustable",14790.816,6,0.47,-3752.784
5050,IN-2015-57172,2016-03-10,2016-03-14,표준 배송,CB-12025,박민준,소비자,유성구,대전광역시,대한민국,충청,FUR-BO-10004043,가구,책장,"Dania Classic Bookcase, Metal",1255273.2,3,0,25061.4
5051,ID-2015-11707,2016-08-05,2016-08-10,표준 배송,AW-10930,류혜령,홈 오피스,동해시,강원도,대한민국,강원,OFF-PA-10004115,사무용품,종이,"Green Bar Computer Printout Paper, 8.5 x 11",54979.02,3,0.47,-21857.58
5052,IN-2012-20828,2013-10-08,2013-10-11,특급 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,수도권,OFF-EN-10000224,사무용품,봉투,"Cameo Clasp Envelope, Recycled",33904.8,4,0,6732
5053,IN-2014-18175,2015-12-21,2015-12-25,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,수도권,TEC-CO-10002587,사무기기,복사기,"Sharp Fax and Copier, Laser",687888,4,0,323258.4
5054,IN-2014-18175,2015-12-21,2015-12-25,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,수도권,OFF-LA-10002875,사무용품,라벨,"Novimex Shipping Labels, Adjustable",27172.8,3,0,8353.8
5055,IN-2014-18175,2015-12-21,2015-12-25,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,수도권,OFF-EN-10000061,사무용품,봉투,"Jiffy Clasp Envelope, Security-Tint",22276.8,2,0,4406.4
5056,IN-2012-23712,2013-12-15,2013-12-18,빠른 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-AR-10004614,사무용품,필기구,"Boston Pencil Sharpener, Water Color",59608.8,2,0,19645.2
5057,IN-2012-23712,2013-12-15,2013-12-18,빠른 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-BI-10004436,사무용품,바인더,"Acco Hole Reinforcements, Recycled",28641.6,4,0,489.6
5058,IN-2012-23712,2013-12-15,2013-12-18,빠른 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",66646.8,9,0,11842.2
5059,IN-2012-23712,2013-12-15,2013-12-18,빠른 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-BI-10001312,사무용품,바인더,"Cardinal 3-Hole Punch, Clear",259426.8,9,0,108783
5060,ID-2015-39042,2016-06-22,2016-06-27,표준 배송,AR-10405,신상호,기업 고객,고양시,경기도,대한민국,수도권,OFF-EN-10002119,사무용품,봉투,"Ames Manila Envelope, Security-Tint",102513.978,7,0.47,-3943.422
5061,IN-2013-72089,2014-09-08,2014-09-13,표준 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,FUR-BO-10001598,가구,책장,"Bush Corner Shelving, Pine",230124.24,2,0.1,89486.64
5062,IN-2013-72089,2014-09-08,2014-09-13,표준 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,TEC-MA-10002029,사무기기,전산기기,"StarTech Receipt Printer, Durable",101622.6,1,0.1,18054
5063,IN-2015-65936,2016-03-19,2016-03-25,표준 배송,TS-21205,손지원,기업 고객,진천군,충청북도,대한민국,충청,OFF-AR-10000120,사무용품,필기구,"BIC Canvas, Fluorescent",122769.648,3,0.27,10039.248
5064,ID-2014-64060,2015-09-24,2015-09-30,표준 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,OFF-EN-10002924,사무용품,봉투,"GlobeWeis Interoffice Envelope, Security-Tint",230509.8,5,0.1,-10312.2
5065,ID-2014-64060,2015-09-24,2015-09-30,표준 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,TEC-AC-10002257,사무기기,악세사리,"Logitech Numeric Keypad, Bluetooth",127565.28,3,0.1,35398.08
5066,IN-2015-69527,2016-10-31,2016-11-02,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,FUR-CH-10002631,가구,의자,"Office Star Bag Chairs, Black",108140.4,2,0,9730.8
5067,IN-2015-23649,2016-07-23,2016-07-27,표준 배송,HA-14920,도현윤,소비자,서구,대전광역시,대한민국,충청,TEC-AC-10002688,사무기기,악세사리,"Memorex Memory Card, Bluetooth",375535.44,4,0.1,150197.04
5068,ID-2012-23586,2013-05-09,2013-05-11,빠른 배송,MC-18100,정희성,소비자,서초구,서울특별시,대한민국,수도권,FUR-TA-10000073,가구,탁자,"Lesro Coffee Table, Adjustable Height",544474.98,3,0.3,-147788.82
5069,IN-2015-51628,2016-05-19,2016-05-22,빠른 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,수도권,FUR-BO-10001255,가구,책장,"Ikea Library with Doors, Mobile",1007716.14,3,0.1,44734.14
5070,IN-2015-26533,2016-05-14,2016-05-18,빠른 배송,VM-21685,노우석,홈 오피스,구로구,서울특별시,대한민국,수도권,OFF-FA-10000038,사무용품,파스너,"Stockwell Clamps, Assorted Sizes",51040.8,3,0,22950
5071,IN-2015-62233,2016-11-24,2016-11-28,빠른 배송,DK-13090,노진헌,소비자,수영구,부산광역시,대한민국,영남,OFF-BI-10004105,사무용품,바인더,"Acco 3-Hole Punch, Recycled",83941.92,3,0.1,16744.32
5072,IN-2014-56794,2015-04-06,2015-04-10,빠른 배송,ES-14080,이승관,기업 고객,동구,대전광역시,대한민국,충청,FUR-CH-10000027,가구,의자,"SAFCO Executive Leather Armchair, Black",842724,2,0.1,28090.8
5073,IN-2015-48079,2016-12-02,2016-12-06,빠른 배송,SS-20590,신현숙,소비자,영등포구,서울특별시,대한민국,수도권,OFF-PA-10001968,사무용품,종이,"Eaton Computer Printout Paper, 8.5 x 11",56346.84,2,0.1,15648.84
5074,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,FUR-CH-10000117,가구,의자,"Novimex Steel Folding Chair, Black",118838.16,2,0.27,-14700.24
5075,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-EN-10001958,사무용품,봉투,"GlobeWeis Clasp Envelope, Security-Tint",46545.66,7,0.47,-31637.34
5076,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,TEC-CO-10003353,사무기기,복사기,"HP Personal Copier, High-Speed",157424.148,2,0.37,-90007.452
5077,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,FUR-FU-10002459,가구,가구류,"Rubbermaid Door Stop, Duo Pack",163290.78,5,0.27,-33620.22
5078,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-FA-10000197,사무용품,파스너,"Stockwell Push Pins, Metal",39166.47,5,0.47,-3061.53
5079,ID-2012-37271,2013-08-27,2013-08-31,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-LA-10000879,사무용품,라벨,"Hon File Folder Labels, Alphabetical",22867.38,5,0.47,-541.62
5080,IN-2015-57571,2016-12-15,2016-12-16,특급 배송,DB-13210,배조은,소비자,하남시,경기도,대한민국,수도권,FUR-FU-10000526,가구,가구류,"Deflect-O Frame, Durable",491451.3,5,0.1,180096.3
5081,IN-2012-33652,2013-01-03,2013-01-09,표준 배송,DP-13390,최찬호,홈 오피스,서구,부산광역시,대한민국,영남,TEC-CO-10000594,사무기기,복사기,"Hewlett Fax and Copier, Laser",196727.4,1,0,51132.6
5082,IN-2014-34506,2015-10-13,2015-10-18,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,OFF-PA-10000453,사무용품,종이,"Xerox Cards & Envelopes, 8.5 x 11",100184.4,2,0,35006.4
5083,IN-2014-60504,2015-09-07,2015-09-09,특급 배송,DM-12955,현지혜,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-FA-10004398,사무용품,파스너,"OIC Push Pins, 12 Pack",131641.2,9,0,65820.6
5084,IN-2014-60504,2015-09-07,2015-09-09,특급 배송,DM-12955,현지혜,기업 고객,금천구,서울특별시,대한민국,수도권,TEC-PH-10000896,사무기기,전화기,"Cisco Signal Booster, VoIP",774792,5,0,263313
5085,IN-2012-45552,2013-10-19,2013-10-24,표준 배송,JL-15130,우준모,소비자,부평구,인천광역시,대한민국,수도권,FUR-CH-10004863,가구,의자,"SAFCO Swivel Stool, Black",246477.492,2,0.27,70894.692
5086,IN-2014-19645,2015-11-12,2015-11-17,표준 배송,BN-11515,한민아,소비자,의왕시,경기도,대한민국,수도권,TEC-CO-10000172,사무기기,복사기,"Hewlett Ink, Digital",190620.864,2,0.37,9040.464
5087,IN-2014-19645,2015-11-12,2015-11-17,표준 배송,BN-11515,한민아,소비자,의왕시,경기도,대한민국,수도권,OFF-ST-10003159,사무용품,수납용품,"Smead Trays, Single Width",205342.83,5,0.17,2464.83
5088,IN-2014-19645,2015-11-12,2015-11-17,표준 배송,BN-11515,한민아,소비자,의왕시,경기도,대한민국,수도권,OFF-LA-10002992,사무용품,라벨,"Novimex Removable Labels, 5000 Label Set",33423.768,4,0.17,-6478.632
5089,IN-2014-19645,2015-11-12,2015-11-17,표준 배송,BN-11515,한민아,소비자,의왕시,경기도,대한민국,수도권,OFF-BI-10003582,사무용품,바인더,"Cardinal Index Tab, Economy",37081.08,5,0.17,8470.08
5090,IN-2015-41212,2016-06-18,2016-06-21,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-BI-10003475,사무용품,바인더,"Wilson Jones Index Tab, Recycled",23061.384,4,0.17,8006.184
5091,IN-2015-41212,2016-06-18,2016-06-21,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-LA-10000688,사무용품,라벨,"Harbour Creations Shipping Labels, Laser Printer Compatible",18585.828,3,0.47,-3170.772
5092,IN-2015-41212,2016-06-18,2016-06-21,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-FA-10000697,사무용품,파스너,"Advantus Rubber Bands, 12 Pack",25981.236,3,0.47,-16246.764
5093,IN-2015-41212,2016-06-18,2016-06-21,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,FUR-CH-10001684,가구,의자,"Office Star Rocking Chair, Adjustable",533878.2,5,0.27,-182926.8
5094,IN-2015-41212,2016-06-18,2016-06-21,특급 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-AR-10004900,사무용품,필기구,"Boston Canvas, Easy-Erase",120424.158,3,0.27,-13236.642
5095,IN-2012-13632,2013-07-09,2013-07-14,표준 배송,RC-19825,김경규,소비자,홍천군,강원도,대한민국,강원,FUR-FU-10002890,가구,가구류,"Rubbermaid Frame, Durable",218116.8,2,0,28335.6
5096,IN-2012-67637,2013-07-07,2013-07-11,표준 배송,CL-11890,남희창,소비자,부평구,인천광역시,대한민국,수도권,OFF-LA-10003381,사무용품,라벨,"Novimex Removable Labels, Laser Printer Compatible",19767.6,2,0,9853.2
5097,IN-2012-67637,2013-07-07,2013-07-11,표준 배송,CL-11890,남희창,소비자,부평구,인천광역시,대한민국,수도권,OFF-AR-10000851,사무용품,필기구,"Sanford Sketch Pad, Blue",92779.2,2,0,20379.6
5098,IN-2012-67637,2013-07-07,2013-07-11,표준 배송,CL-11890,남희창,소비자,부평구,인천광역시,대한민국,수도권,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",360284.4,7,0,161935.2
5099,IN-2013-10013,2014-10-18,2014-10-23,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,TEC-CO-10000447,사무기기,복사기,"Canon Wireless Fax, Color",2093590.8,6,0.1,651229.2
5100,IN-2013-10013,2014-10-18,2014-10-23,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,FUR-CH-10003846,가구,의자,"Office Star Swivel Stool, Set of Two",161742.42,1,0.1,-17971.38
5101,IN-2013-10013,2014-10-18,2014-10-23,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,TEC-PH-10003348,사무기기,전화기,"Cisco Speaker Phone, with Caller ID",508498.56,4,0.1,175080.96
5102,IN-2013-10013,2014-10-18,2014-10-23,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,수도권,FUR-CH-10002091,가구,의자,"Harbour Creations Swivel Stool, Set of Two",502246.98,3,0.1,133853.58
5103,IN-2014-33309,2015-10-30,2015-11-04,빠른 배송,CL-12565,허준학,소비자,칠곡군,경상북도,대한민국,영남,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",416466,10,0,16524
5104,IN-2013-65894,2014-12-01,2014-12-05,표준 배송,TS-21655,김소아,소비자,계양구,인천광역시,대한민국,수도권,FUR-FU-10000422,가구,가구류,"Deflect-O Photo Frame, Black",158814,3,0,14229
5105,IN-2015-31643,2016-01-24,2016-01-29,표준 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,OFF-ST-10004325,사무용품,수납용품,"Eldon Box, Single Width",20991.6,2,0,8384.4
5106,IN-2015-31643,2016-01-24,2016-01-29,표준 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,OFF-AR-10003613,사무용품,필기구,"Sanford Canvas, Easy-Erase",259029,5,0,77571
5107,IN-2015-31643,2016-01-24,2016-01-29,표준 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,TEC-AC-10004938,사무기기,악세사리,"Belkin Mouse, Bluetooth",207621,5,0,28917
5108,IN-2015-31643,2016-01-24,2016-01-29,표준 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,OFF-BI-10003917,사무용품,바인더,"Avery Hole Reinforcements, Economy",8996.4,2,0,2692.8
5109,IN-2012-22970,2013-07-27,2013-08-01,표준 배송,DO-13435,양근수,소비자,구로구,서울특별시,대한민국,수도권,TEC-CO-10002057,사무기기,복사기,"Sharp Copy Machine, Color",436233.6,2,0.1,38739.6
5110,IN-2015-48912,2016-03-04,2016-03-06,빠른 배송,EP-13915,허서연,소비자,남구,울산광역시,대한민국,영남,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",90239.4,3,0,38739.6
5111,IN-2013-42045,2014-06-28,2014-07-03,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,충청,FUR-BO-10003408,가구,책장,"Ikea 3-Shelf Cabinet, Metal",434214,3,0,86842.8
5112,IN-2013-42045,2014-06-28,2014-07-03,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,충청,OFF-AR-10003446,사무용품,필기구,"BIC Highlighters, Water Color",45104.4,2,0,0
